url,tournament_name,tier,start_date,host_country
https://en.wikipedia.org/wiki/2021_Swiss_Open_(badminton),Swiss Open 2021,300,2021-03-02,Switzerland
https://en.wikipedia.org/wiki/2021_German_Open_(badminton),German Open 2021,300,2021-03-09,Germany
https://en.wikipedia.org/wiki/2021_All_England_Open,All England Open 2021,1000,2021-03-17,England
https://en.wikipedia.org/wiki/2021_Orl%C3%A9ans_Masters,Orléans Masters 2021,100,2021-03-23,France
https://en.wikipedia.org/wiki/2021_India_Open_(badminton),India Open 2021,500,2021-05-11,India
https://en.wikipedia.org/wiki/2021_Spain_Masters,Spain Masters 2021,300,2021-05-18,Spain
https://en.wikipedia.org/wiki/2021_Malaysia_Open,Malaysia Open 2021,750,2021-05-25,Malaysia
https://en.wikipedia.org/wiki/2021_Singapore_Open,Singapore Open 2021,500,2021-06-01,Singapore
https://en.wikipedia.org/wiki/2021_Korea_Open_(badminton),Korea Open 2021,500,2021-08-31,South Korea
https://en.wikipedia.org/wiki/2021_Taipei_Open,Taipei Open 2021,300,2021-09-07,Taiwan
https://en.wikipedia.org/wiki/2021_Denmark_Open,Denmark Open 2021,1000,2021-10-19,Denmark
https://en.wikipedia.org/wiki/2021_French_Open_(badminton),French Open 2021,750,2021-10-26,France
https://en.wikipedia.org/wiki/2021_Hylo_Open,Hylo Open 2021,500,2021-11-02,Germany
https://en.wikipedia.org/wiki/2021_Indonesia_Masters,Indonesia Masters 2021,750,2021-11-16,Indonesia
https://en.wikipedia.org/wiki/2021_Indonesia_Open,Indonesia Open 2021,1000,2021-11-23,Indonesia
https://en.wikipedia.org/wiki/2021_BWF_World_Tour_Finals,BWF World Tour Finals 2021,1500,2021-12-01,Indonesia
https://en.wikipedia.org/wiki/2022_India_Open_(badminton),India Open 2022,500,2022-01-11,India
https://en.wikipedia.org/wiki/2022_Syed_Modi_International,Syed Modi International 2022,300,2022-01-18,India
https://en.wikipedia.org/wiki/2022_Odisha_Open,Odisha Open 2022,100,2022-01-25,India
https://en.wikipedia.org/wiki/2022_German_Open_(badminton),German Open 2022,300,2022-03-08,Germany
https://en.wikipedia.org/wiki/2022_All_England_Open,All England Open 2022,1000,2022-03-16,England
https://en.wikipedia.org/wiki/2022_Swiss_Open_(badminton),Swiss Open 2022,300,2022-03-22,Switzerland
https://en.wikipedia.org/wiki/2022_Orl%C3%A9ans_Masters,Orléans Masters 2022,100,2022-03-29,France
https://en.wikipedia.org/wiki/2022_Korea_Open_(badminton),Korea Open 2022,500,2022-04-05,South Korea
https://en.wikipedia.org/wiki/2022_Korea_Masters,Korea Masters 2022,300,2022-04-12,South Korea
https://en.wikipedia.org/wiki/2022_Thailand_Open_(badminton),Thailand Open 2022,500,2022-05-17,Thailand
https://en.wikipedia.org/wiki/2022_Indonesia_Masters,Indonesia Masters 2022,500,2022-06-07,Indonesia
https://en.wikipedia.org/wiki/2022_Indonesia_Open,Indonesia Open 2022,1000,2022-06-14,Indonesia
https://en.wikipedia.org/wiki/2022_Malaysia_Open_(badminton),Malaysia Open 2022,750,2022-06-28,Malaysia
https://en.wikipedia.org/wiki/2022_Malaysia_Masters,Malaysia Masters 2022,500,2022-07-05,Malaysia
https://en.wikipedia.org/wiki/2022_Singapore_Open_(badminton),Singapore Open 2022,500,2022-07-12,Singapore
https://en.wikipedia.org/wiki/2022_Taipei_Open,Taipei Open 2022,300,2022-07-19,Taiwan
https://en.wikipedia.org/wiki/2022_Japan_Open,Japan Open 2022,750,2022-08-30,Japan
https://en.wikipedia.org/wiki/2022_Vietnam_Open,Vietnam Open 2022,100,2022-09-27,Vietnam
https://en.wikipedia.org/wiki/2022_Denmark_Open,Denmark Open 2022,750,2022-10-18,Denmark
https://en.wikipedia.org/wiki/2022_French_Open_(badminton),French Open 2022,750,2022-10-25,France
https://en.wikipedia.org/wiki/2022_Hylo_Open,Hylo Open 2022,300,2022-11-01,Germany
https://en.wikipedia.org/wiki/2022_Australian_Open_(badminton),Australian Open 2022,300,2022-11-15,Australia
https://en.wikipedia.org/wiki/2022_BWF_World_Tour_Finals,BWF World Tour Finals 2022,1500,2022-12-07,Thailand[b]
https://en.wikipedia.org/wiki/2023_Malaysia_Open,Malaysia Open 2023,1000,2023-01-10,Malaysia
https://en.wikipedia.org/wiki/2023_India_Open_(badminton),India Open 2023,750,2023-01-17,India
https://en.wikipedia.org/wiki/2023_Indonesia_Masters,Indonesia Masters 2023,500,2023-01-24,Indonesia
https://en.wikipedia.org/wiki/2023_Thailand_Masters_(badminton),Thailand Masters 2023,300,2023-01-31,Thailand
https://en.wikipedia.org/wiki/2023_German_Open_(badminton),German Open 2023,300,2023-03-07,Germany
https://en.wikipedia.org/wiki/2023_All_England_Open,All England Open 2023,1000,2023-03-14,England
https://en.wikipedia.org/wiki/2023_Swiss_Open_(badminton),Swiss Open 2023,300,2023-03-21,Switzerland
https://en.wikipedia.org/wiki/2023_Spain_Masters,Spain Masters 2023,300,2023-03-28,Spain
https://en.wikipedia.org/wiki/2023_Orl%C3%A9ans_Masters,Orléans Masters 2023,300,2023-04-04,France
https://en.wikipedia.org/wiki/2023_Malaysia_Masters,Malaysia Masters 2023,500,2023-05-23,Malaysia
https://en.wikipedia.org/wiki/2023_Thailand_Open_(badminton),Thailand Open 2023,500,2023-05-30,Thailand
https://en.wikipedia.org/wiki/2023_Singapore_Open_(badminton),Singapore Open 2023,750,2023-06-06,Singapore
https://en.wikipedia.org/wiki/2023_Indonesia_Open,Indonesia Open 2023,1000,2023-06-13,Indonesia
https://en.wikipedia.org/wiki/2023_Taipei_Open,Taipei Open 2023,300,2023-06-20,Taiwan
https://en.wikipedia.org/wiki/2023_Canada_Open,Canada Open 2023,500,2023-07-04,Canada
https://en.wikipedia.org/wiki/2023_U.S._Open_(badminton),U.S. Open 2023,300,2023-07-11,United States
https://en.wikipedia.org/wiki/2023_Korea_Open_(badminton),Korea Open 2023,500,2023-07-18,South Korea
https://en.wikipedia.org/wiki/2023_Japan_Open,Japan Open 2023,750,2023-07-25,Japan
https://en.wikipedia.org/wiki/2023_Australian_Open_(badminton),Australian Open 2023,500,2023-08-01,Australia
https://en.wikipedia.org/wiki/2023_China_Open_(badminton),China Open 2023,1000,2023-09-05,China
https://en.wikipedia.org/wiki/2023_Hong_Kong_Open_(badminton),Hong Kong Open 2023,500,2023-09-12,Hong Kong
https://en.wikipedia.org/wiki/2023_Kaohsiung_Masters,Kaohsiung Masters 2023,100,2023-09-26,Taiwan
https://en.wikipedia.org/wiki/2023_Arctic_Open,Arctic Open 2023,500,2023-10-10,Finland
https://en.wikipedia.org/wiki/2023_Denmark_Open,Denmark Open 2023,750,2023-10-17,Denmark
https://en.wikipedia.org/wiki/2023_French_Open_(badminton),French Open 2023,750,2023-10-24,France
https://en.wikipedia.org/wiki/2023_Hylo_Open,Hylo Open 2023,300,2023-10-31,Germany
https://en.wikipedia.org/wiki/2023_Korea_Masters,Korea Masters 2023,300,2023-11-07,South Korea
https://en.wikipedia.org/wiki/2023_Japan_Masters,Japan Masters 2023,500,2023-11-14,Japan
https://en.wikipedia.org/wiki/2023_China_Masters,China Masters 2023,750,2023-11-21,China
https://en.wikipedia.org/wiki/2023_Syed_Modi_International,Syed Modi International 2023,300,2023-11-28,India
https://en.wikipedia.org/wiki/2023_Guwahati_Masters,Guwahati Masters 2023,100,2023-12-05,India
https://en.wikipedia.org/wiki/2023_BWF_World_Tour_Finals,HSBC BWF World Tour Finals 2023,1500,2023-12-13,China[6]
https://en.wikipedia.org/wiki/2024_Malaysia_Open_(badminton),Malaysia Open 2024,1000,2024-01-09,Malaysia
https://en.wikipedia.org/wiki/2024_India_Open_(badminton),India Open 2024,750,2024-01-16,India
https://en.wikipedia.org/wiki/2024_Indonesia_Masters,Indonesia Masters 2024,500,2024-01-23,Indonesia
https://en.wikipedia.org/wiki/2024_Thailand_Masters_(badminton),Thailand Masters 2024,300,2024-01-30,Thailand
https://en.wikipedia.org/wiki/2024_German_Open_(badminton),German Open 2024,300,2024-02-27,Germany
https://en.wikipedia.org/wiki/2024_French_Open_(badminton),French Open 2024,750,2024-03-05,France
https://en.wikipedia.org/wiki/2024_All_England_Open,All England Open 2024,1000,2024-03-12,England
https://en.wikipedia.org/wiki/2024_Swiss_Open_(badminton),Swiss Open 2024,300,2024-03-19,Switzerland
https://en.wikipedia.org/wiki/2024_Spain_Masters,Spain Masters 2024,300,2024-03-26,Spain
https://en.wikipedia.org/wiki/2024_Thailand_Open_(badminton),Thailand Open 2024,500,2024-05-14,Thailand
https://en.wikipedia.org/wiki/2024_Malaysia_Masters,Malaysia Masters 2024,500,2024-05-21,Malaysia
https://en.wikipedia.org/wiki/2024_Singapore_Open_(badminton),Singapore Open 2024,750,2024-05-28,Singapore
https://en.wikipedia.org/wiki/2024_Indonesia_Open,Indonesia Open 2024,1000,2024-06-04,Indonesia
https://en.wikipedia.org/wiki/2024_Australian_Open_(badminton),Australian Open 2024,500,2024-06-11,Australia
https://en.wikipedia.org/wiki/2024_U.S._Open_(badminton),U.S. Open 2024,300,2024-06-25,United States
https://en.wikipedia.org/wiki/2024_Canada_Open,Canada Open 2024,500,2024-07-02,Canada
https://en.wikipedia.org/wiki/2024_Baoji_China_Masters,Baoji China Masters 2024,100,2024-08-06,China
https://en.wikipedia.org/wiki/2024_Japan_Open,Japan Open 2024,750,2024-08-20,Japan
https://en.wikipedia.org/wiki/2024_Korea_Open_(badminton),Korea Open 2024,500,2024-08-27,South Korea
https://en.wikipedia.org/wiki/2024_Taipei_Open,Taipei Open 2024,300,2024-09-03,Taiwan
https://en.wikipedia.org/wiki/2024_Hong_Kong_Open_(badminton),Hong Kong Open 2024,500,2024-09-10,Hong Kong
https://en.wikipedia.org/wiki/2024_China_Open_(badminton),China Open 2024,1000,2024-09-17,China
https://en.wikipedia.org/wiki/2024_Macau_Open_(badminton),Macau Open 2024,300,2024-09-24,Macau
https://en.wikipedia.org/wiki/2024_Arctic_Open,Arctic Open 2024,500,2024-10-08,Finland
https://en.wikipedia.org/wiki/2024_Denmark_Open,Denmark Open 2024,750,2024-10-15,Denmark
https://en.wikipedia.org/wiki/2024_Hylo_Open,Hylo Open 2024,300,2024-10-29,Germany
https://en.wikipedia.org/wiki/2024_Korea_Masters,Korea Masters 2024,300,2024-11-05,South Korea
https://en.wikipedia.org/wiki/2024_Japan_Masters,Japan Masters 2024,500,2024-11-12,Japan
https://en.wikipedia.org/wiki/2024_China_Masters,China Masters 2024,750,2024-11-19,China
https://en.wikipedia.org/wiki/2024_Syed_Modi_International,Syed Modi International 2024,300,2024-11-26,India
https://en.wikipedia.org/wiki/2024_Guwahati_Masters,Guwahati Masters 2024,100,2024-12-03,India
https://en.wikipedia.org/wiki/2024_Odisha_Masters,Odisha Masters 2024,100,2024-12-10,India
https://en.wikipedia.org/wiki/2024_BWF_World_Tour_Finals,BWF World Tour Finals 2024,1500,2024-12-11,China
https://en.wikipedia.org/wiki/2025_Malaysia_Open_(badminton),Malaysia Open 2025,1000,2025-01-07,Malaysia
https://en.wikipedia.org/wiki/2025_India_Open,India Open 2025,750,2025-01-14,India
https://en.wikipedia.org/wiki/2025_Indonesia_Masters,Indonesia Masters 2025,500,2025-01-21,Indonesia
https://en.wikipedia.org/wiki/2025_Thailand_Masters_(badminton),Thailand Masters 2025,300,2025-01-28,Thailand
https://en.wikipedia.org/wiki/2025_German_Open_(badminton),German Open 2025,300,2025-02-25,Germany
https://en.wikipedia.org/wiki/2025_Orl%C3%A9ans_Masters,Orléans Masters 2025,300,2025-03-04,France
https://en.wikipedia.org/wiki/2025_All_England_Open,All England Open 2025,1000,2025-03-11,England
https://en.wikipedia.org/wiki/2025_Swiss_Open_(badminton),Swiss Open 2025,300,2025-03-18,Switzerland
https://en.wikipedia.org/wiki/2025_Taipei_Open,Taipei Open 2025,300,2025-05-06,Taiwan
https://en.wikipedia.org/wiki/2025_Thailand_Open_(badminton),Thailand Open 2025,500,2025-05-13,Thailand
https://en.wikipedia.org/wiki/2025_Malaysia_Masters,Malaysia Masters 2025,500,2025-05-20,Malaysia
https://en.wikipedia.org/wiki/2025_Singapore_Open_(badminton),Singapore Open 2025,750,2025-05-27,Singapore
https://en.wikipedia.org/wiki/2025_Indonesia_Open,Indonesia Open 2025,1000,2025-06-03,Indonesia
https://en.wikipedia.org/wiki/2025_U.S._Open_(badminton),U.S. Open 2025,300,2025-06-24,United States
https://en.wikipedia.org/wiki/2025_Canada_Open,Canada Open 2025,300,2025-07-01,Canada
https://en.wikipedia.org/wiki/2025_Japan_Open,Japan Open 2025,750,2025-07-15,Japan
https://en.wikipedia.org/wiki/2025_China_Open_(badminton),China Open 2025,1000,2025-07-22,China
https://en.wikipedia.org/wiki/2025_Macau_Open_(badminton),Macau Open 2025,300,2025-07-29,China
https://en.wikipedia.org/wiki/2025_Baoji_China_Masters,Baoji China Masters 2025,100,2025-09-02,China
https://en.wikipedia.org/wiki/2025_Hong_Kong_Open_(badminton),Hong Kong Open 2025,500,2025-09-09,China
https://en.wikipedia.org/wiki/2025_China_Masters,China Masters 2025,750,2025-09-16,China
https://en.wikipedia.org/wiki/2025_Korea_Open_(badminton),Korea Open 2025,500,2025-09-23,South Korea
https://en.wikipedia.org/wiki/2025_Al_Ain_Masters,Al Ain Masters 2025,100,2025-09-30,United Arab Emirates
https://en.wikipedia.org/wiki/2025_Arctic_Open,Arctic Open 2025,500,2025-10-07,Finland
https://en.wikipedia.org/wiki/2025_Denmark_Open,Denmark Open 2025,750,2025-10-14,Denmark
https://en.wikipedia.org/wiki/2025_French_Open_(badminton),French Open 2025,750,2025-10-21,France
https://en.wikipedia.org/wiki/2025_Hylo_Open,Hylo Open 2025,500,2025-10-28,Germany
https://en.wikipedia.org/wiki/2025_Korea_Masters,Korea Masters 2025,300,2025-11-04,South Korea
https://en.wikipedia.org/wiki/2025_Japan_Masters,Japan Masters 2025,500,2025-11-11,Japan
https://en.wikipedia.org/wiki/2025_Australian_Open_(badminton),Australian Open 2025,500,2025-11-18,Australia
https://en.wikipedia.org/wiki/2025_Syed_Modi_International,Syed Modi International 2025,300,2025-11-25,India
https://en.wikipedia.org/wiki/2025_Guwahati_Masters,Guwahati Masters 2025,100,2025-12-02,India
https://en.wikipedia.org/wiki/2025_Odisha_Masters,Odisha Masters 2025,100,2025-12-09,India
https://en.wikipedia.org/wiki/2025_BWF_World_Tour_Finals,BWF World Tour Finals 2025,1500,2025-12-17,China
https://en.wikipedia.org/wiki/2026_Malaysia_Open_(badminton),Malaysia Open 2026,1000,2026-01-06,Malaysia
https://en.wikipedia.org/wiki/2026_India_Open,India Open 2026,750,2026-01-13,India
https://en.wikipedia.org/wiki/2026_Indonesia_Masters,Indonesia Masters 2026,500,2026-01-20,Indonesia
https://en.wikipedia.org/wiki/2026_Thailand_Masters_(badminton),Thailand Masters 2026,300,2026-01-27,Thailand
https://en.wikipedia.org/wiki/2026_German_Open_(badminton),German Open 2026,300,2026-02-24,Germany
